id.exposure	id.outcome	outcome	exposure	method	nsnp	b	se	pval	lo_ci	up_ci	or	or_lci95	or_uci95	qvalue
ebi-a-GCST90001550	PCOS	PCOS	Central Memory CD8+ T cell %T cell	Inverse variance weighted	8	0.052345646	0.061904384	0.397782248	-0.068986947	0.173678238	1.0537399	0.933338863	1.189672712	1
ebi-a-GCST90001550	PCOS	PCOS	Central Memory CD8+ T cell %T cell	MR Egger	8	0.147552032	0.095164185	0.172000583	-0.03896977	0.334073833	1.158993588	0.961779783	1.396646259	1
ebi-a-GCST90001550	PCOS	PCOS	Central Memory CD8+ T cell %T cell	Weighted median	8	0.091295338	0.079197569	0.24901125	-0.063931898	0.246522574	1.095592527	0.938068882	1.279568067	1
ebi-a-GCST90001551	PCOS	PCOS	Naive CD8+ T cell Absolute Count	Inverse variance weighted	17	-0.007431815	0.007536768	0.324096515	-0.022203881	0.00734025	0.992595732	0.978040811	1.007367256	1
ebi-a-GCST90001551	PCOS	PCOS	Naive CD8+ T cell Absolute Count	MR Egger	17	-0.008309258	0.007742272	0.300129745	-0.023484111	0.006865595	0.991725168	0.976789495	1.006889217	1
ebi-a-GCST90001551	PCOS	PCOS	Naive CD8+ T cell Absolute Count	Weighted median	17	-0.008094031	0.008080771	0.316517062	-0.023932342	0.00774428	0.991938638	0.976351766	1.007774345	1
ebi-a-GCST90001552	PCOS	PCOS	Naive CD8+ T cell %CD8+ T cell	Inverse variance weighted	18	-0.007273649	0.007039569	0.301485964	-0.021071204	0.006523906	0.99275274	0.979149242	1.006545233	1
ebi-a-GCST90001552	PCOS	PCOS	Naive CD8+ T cell %CD8+ T cell	MR Egger	18	-0.007416864	0.007441552	0.333754216	-0.022002306	0.007168578	0.992610573	0.978237979	1.007194334	1
ebi-a-GCST90001552	PCOS	PCOS	Naive CD8+ T cell %CD8+ T cell	Weighted median	18	-0.007274576	0.007916643	0.358149688	-0.022791198	0.008242045	0.992751819	0.97746656	1.008276104	1
ebi-a-GCST90001553	PCOS	PCOS	Naive CD8+ T cell %T cell	Inverse variance weighted	19	-0.007701433	0.007490677	0.303885943	-0.02238316	0.006980294	0.992328147	0.977865484	1.007004713	1
ebi-a-GCST90001553	PCOS	PCOS	Naive CD8+ T cell %T cell	MR Egger	19	-0.00484615	0.007314005	0.516479746	-0.019181599	0.0094893	0.995165574	0.981001197	1.009534467	1
ebi-a-GCST90001553	PCOS	PCOS	Naive CD8+ T cell %T cell	Weighted median	19	-0.007497784	0.007616448	0.324909029	-0.022426023	0.007430454	0.992530254	0.977823571	1.007458129	1
ebi-a-GCST90001554	PCOS	PCOS	Effector Memory CD8+ T cell Absolute Count	Inverse variance weighted	14	0.077822735	0.040918143	0.057182571	-0.002376825	0.158022296	1.080931031	0.997625997	1.171192307	1
ebi-a-GCST90001554	PCOS	PCOS	Effector Memory CD8+ T cell Absolute Count	MR Egger	14	0.079727086	0.065901901	0.249655189	-0.04944064	0.208894811	1.082991463	0.951761653	1.232315366	1
ebi-a-GCST90001554	PCOS	PCOS	Effector Memory CD8+ T cell Absolute Count	Weighted median	14	0.053595628	0.057162425	0.348448771	-0.058442725	0.165633981	1.05505788	0.943232262	1.180141068	1
ebi-a-GCST90001555	PCOS	PCOS	Effector Memory CD8+ T cell %CD8+ T cell	Inverse variance weighted	12	0.005405196	0.018273638	0.767388936	-0.030411134	0.041221526	1.00541983	0.970046632	1.042082928	1
ebi-a-GCST90001555	PCOS	PCOS	Effector Memory CD8+ T cell %CD8+ T cell	MR Egger	12	-0.009034587	0.020780675	0.672969539	-0.04976471	0.031695536	0.991006102	0.951453265	1.032203189	1
ebi-a-GCST90001555	PCOS	PCOS	Effector Memory CD8+ T cell %CD8+ T cell	Weighted median	12	-0.002618646	0.022203097	0.906114728	-0.046136716	0.040899423	0.997384779	0.954911401	1.041747325	1
ebi-a-GCST90001556	PCOS	PCOS	Effector Memory CD8+ T cell %T cell	Inverse variance weighted	7	0.058819182	0.053932238	0.275443348	-0.046888004	0.164526368	1.060583451	0.954194258	1.178834653	1
ebi-a-GCST90001556	PCOS	PCOS	Effector Memory CD8+ T cell %T cell	MR Egger	7	0.036274347	0.070258105	0.627658033	-0.101431538	0.173980233	1.036940289	0.903543035	1.190032042	1
ebi-a-GCST90001556	PCOS	PCOS	Effector Memory CD8+ T cell %T cell	Weighted median	7	0.032121858	0.041834394	0.442585973	-0.049873553	0.11411727	1.032643334	0.951349712	1.120883563	1
ebi-a-GCST90001557	PCOS	PCOS	Terminally Differentiated CD8+ T cell Absolute Count	Inverse variance weighted	6	-0.055607672	0.085950864	0.517651046	-0.224071365	0.112856021	0.94591017	0.799258094	1.119470741	1
ebi-a-GCST90001557	PCOS	PCOS	Terminally Differentiated CD8+ T cell Absolute Count	MR Egger	6	0.415337687	0.439795713	0.398445212	-0.446661911	1.277337285	1.51488221	0.639760168	3.587075638	1
ebi-a-GCST90001557	PCOS	PCOS	Terminally Differentiated CD8+ T cell Absolute Count	Weighted median	6	-0.129593089	0.110650237	0.241520097	-0.346467553	0.087281375	0.87845281	0.707181765	1.091203674	1
ebi-a-GCST90001558	PCOS	PCOS	Terminally Differentiated CD8+ T cell %CD8+ T cell	Inverse variance weighted	10	-0.03361355	0.031254943	0.282167277	-0.094873238	0.027646139	0.966945109	0.909488216	1.028031839	1
ebi-a-GCST90001558	PCOS	PCOS	Terminally Differentiated CD8+ T cell %CD8+ T cell	MR Egger	10	-0.038321524	0.047425042	0.442427894	-0.131274608	0.054631559	0.962403455	0.876976917	1.056151413	1
ebi-a-GCST90001558	PCOS	PCOS	Terminally Differentiated CD8+ T cell %CD8+ T cell	Weighted median	10	-0.02152836	0.039900335	0.589505092	-0.099733016	0.056676297	0.978701721	0.905079027	1.058313176	1
ebi-a-GCST90001559	PCOS	PCOS	Terminally Differentiated CD8+ T cell %T cell	Inverse variance weighted	7	-0.075055082	0.039328711	0.05633898	-0.152139356	0.002029192	0.927692386	0.858868584	1.002031252	1
ebi-a-GCST90001559	PCOS	PCOS	Terminally Differentiated CD8+ T cell %T cell	MR Egger	7	-0.082557477	0.054884254	0.192857827	-0.190130615	0.02501566	0.920758514	0.826851128	1.025331177	1
ebi-a-GCST90001559	PCOS	PCOS	Terminally Differentiated CD8+ T cell %T cell	Weighted median	7	-0.053178218	0.050012437	0.287645976	-0.151202594	0.044846158	0.948211009	0.859673516	1.045866949	1
ebi-a-GCST90001560	PCOS	PCOS	CD45RA+ CD8+ T cell Absolute Count	Inverse variance weighted	12	0.010803382	0.009683792	0.26458703	-0.00817685	0.029783613	1.010861949	0.99185649	1.030231582	1
ebi-a-GCST90001560	PCOS	PCOS	CD45RA+ CD8+ T cell Absolute Count	MR Egger	12	0.013171185	0.010310411	0.230298703	-0.007037221	0.03337959	1.013258307	0.992987483	1.03394294	1
ebi-a-GCST90001560	PCOS	PCOS	CD45RA+ CD8+ T cell Absolute Count	Weighted median	12	0.01524362	0.012571001	0.225282054	-0.009395542	0.039882783	1.015360397	0.990648458	1.040688781	1
ebi-a-GCST90001561	PCOS	PCOS	CD45RA+ CD8+ T cell %CD8+ T cell	Inverse variance weighted	15	-0.015444978	0.022037925	0.483405169	-0.058639312	0.027749355	0.984673684	0.943046854	1.028137955	1
ebi-a-GCST90001561	PCOS	PCOS	CD45RA+ CD8+ T cell %CD8+ T cell	MR Egger	15	-0.002366161	0.025963839	0.928776235	-0.053255286	0.048522964	0.997636636	0.948137935	1.049719477	1
ebi-a-GCST90001561	PCOS	PCOS	CD45RA+ CD8+ T cell %CD8+ T cell	Weighted median	15	-0.007810434	0.022465572	0.728093765	-0.051842955	0.036222087	0.992219988	0.949477966	1.0368861	1
ebi-a-GCST90001562	PCOS	PCOS	CD45RA+ CD8+ T cell %T cell	Inverse variance weighted	19	0.008616987	0.00680386	0.205339488	-0.004718579	0.021952552	1.00865422	0.995292536	1.022195282	1
ebi-a-GCST90001562	PCOS	PCOS	CD45RA+ CD8+ T cell %T cell	MR Egger	19	0.008200586	0.007302519	0.277055573	-0.006112351	0.022513524	1.008234303	0.993906291	1.022768866	1
ebi-a-GCST90001562	PCOS	PCOS	CD45RA+ CD8+ T cell %T cell	Weighted median	19	0.010942158	0.007794151	0.160350533	-0.004334377	0.026218694	1.011002243	0.995675003	1.026565428	1
ebi-a-GCST90001564	PCOS	PCOS	Central Memory CD4-CD8- T cell %CD4-CD8- T cell	Inverse variance weighted	5	-0.070208839	0.067722786	0.299871377	-0.202945499	0.062527821	0.93219912	0.816322731	1.064524075	1
ebi-a-GCST90001564	PCOS	PCOS	Central Memory CD4-CD8- T cell %CD4-CD8- T cell	MR Egger	5	-0.353587365	0.178922958	0.142583698	-0.704276362	-0.002898368	0.702164645	0.494466259	0.997105828	1
ebi-a-GCST90001564	PCOS	PCOS	Central Memory CD4-CD8- T cell %CD4-CD8- T cell	Weighted median	5	-0.096006516	0.083062202	0.247747095	-0.258808432	0.066795399	0.908458096	0.771970894	1.069076722	1
ebi-a-GCST90001565	PCOS	PCOS	Central Memory CD4-CD8- T cell %T cell	Inverse variance weighted	6	-0.042448301	0.047786886	0.374388283	-0.136110598	0.051213995	0.958440014	0.872746103	1.052548109	1
ebi-a-GCST90001565	PCOS	PCOS	Central Memory CD4-CD8- T cell %T cell	MR Egger	6	-0.036492608	0.061900112	0.587188211	-0.157816827	0.084831611	0.964165221	0.854006198	1.088533754	1
ebi-a-GCST90001565	PCOS	PCOS	Central Memory CD4-CD8- T cell %T cell	Weighted median	6	-0.051609177	0.051230696	0.313748466	-0.152021341	0.048802988	0.949699959	0.85896995	1.050013465	1
ebi-a-GCST90001566	PCOS	PCOS	Naive CD4-CD8- T cell Absolute Count	Inverse variance weighted	8	-0.087696792	0.07492116	0.241791361	-0.234542265	0.059148681	0.916038585	0.790932804	1.060932969	1
ebi-a-GCST90001566	PCOS	PCOS	Naive CD4-CD8- T cell Absolute Count	MR Egger	8	-0.217118749	0.164042527	0.233846267	-0.538642101	0.104404604	0.804834391	0.583540103	1.110049494	1
ebi-a-GCST90001566	PCOS	PCOS	Naive CD4-CD8- T cell Absolute Count	Weighted median	8	-0.065453199	0.100043063	0.512950592	-0.261537602	0.130631204	0.936642882	0.769866927	1.139547443	1
ebi-a-GCST90001567	PCOS	PCOS	Naive CD4-CD8- T cell %CD4-CD8- T cell	Inverse variance weighted	12	-0.010741841	0.044982372	0.811259796	-0.09890729	0.077423608	0.989315646	0.905826683	1.080499688	1
ebi-a-GCST90001567	PCOS	PCOS	Naive CD4-CD8- T cell %CD4-CD8- T cell	MR Egger	12	0.000740144	0.059589675	0.990334299	-0.116055619	0.117535906	1.000740418	0.890425698	1.124722014	1
ebi-a-GCST90001567	PCOS	PCOS	Naive CD4-CD8- T cell %CD4-CD8- T cell	Weighted median	12	0.062355476	0.064875788	0.33647588	-0.064801068	0.189512021	1.064340625	0.937253894	1.208659653	1
ebi-a-GCST90001568	PCOS	PCOS	Naive CD4-CD8- T cell %T cell	Inverse variance weighted	8	-0.1154636	0.086163838	0.180230036	-0.284344722	0.053417522	0.890953003	0.752507195	1.054869985	1
ebi-a-GCST90001568	PCOS	PCOS	Naive CD4-CD8- T cell %T cell	MR Egger	8	-0.152496088	0.446354692	0.744263887	-1.027351284	0.722359108	0.858562252	0.357953824	2.059285562	1
ebi-a-GCST90001568	PCOS	PCOS	Naive CD4-CD8- T cell %T cell	Weighted median	8	-0.042925978	0.107709489	0.690236019	-0.254036576	0.16818462	0.957982299	0.775663431	1.183155024	1
ebi-a-GCST90001569	PCOS	PCOS	Effector Memory CD4-CD8- T cell Absolute Count	Inverse variance weighted	12	-0.014543035	0.068248353	0.831256842	-0.148309806	0.119223737	0.985562204	0.86216397	1.126621957	1
ebi-a-GCST90001569	PCOS	PCOS	Effector Memory CD4-CD8- T cell Absolute Count	MR Egger	12	0.042814679	0.122967479	0.734924136	-0.19820158	0.283830939	1.04374445	0.8202045	1.328208363	1
ebi-a-GCST90001569	PCOS	PCOS	Effector Memory CD4-CD8- T cell Absolute Count	Weighted median	12	-0.046253307	0.073279739	0.527917469	-0.189881595	0.097374981	0.954800074	0.827057056	1.102273627	1
ebi-a-GCST90001570	PCOS	PCOS	Effector Memory CD4-CD8- T cell %CD4-CD8- T cell	Inverse variance weighted	18	0.025092444	0.014539306	0.084377085	-0.003404595	0.053589484	1.02540991	0.996601194	1.055051398	1
ebi-a-GCST90001570	PCOS	PCOS	Effector Memory CD4-CD8- T cell %CD4-CD8- T cell	MR Egger	18	0.025877126	0.015520886	0.114916494	-0.00454381	0.056298061	1.026214845	0.995466497	1.05791296	1
ebi-a-GCST90001570	PCOS	PCOS	Effector Memory CD4-CD8- T cell %CD4-CD8- T cell	Weighted median	18	0.030901058	0.0195508	0.113980483	-0.00741851	0.069220626	1.031383452	0.99260894	1.071672621	1
ebi-a-GCST90001571	PCOS	PCOS	Effector Memory CD4-CD8- T cell %T cell	Inverse variance weighted	16	0.005095351	0.042170566	0.903827913	-0.077558958	0.08774966	1.005108354	0.925372464	1.091714788	1
ebi-a-GCST90001571	PCOS	PCOS	Effector Memory CD4-CD8- T cell %T cell	MR Egger	16	-0.083364017	0.068371246	0.242881148	-0.217371658	0.050643625	0.920016185	0.804630866	1.051947938	1
ebi-a-GCST90001571	PCOS	PCOS	Effector Memory CD4-CD8- T cell %T cell	Weighted median	16	-0.081011984	0.05589071	0.147205991	-0.190557776	0.028533808	0.92218264	0.826498005	1.028944797	1
ebi-a-GCST90001572	PCOS	PCOS	Terminally Differentiated CD4-CD8- T cell Absolute Count	Inverse variance weighted	9	-0.028672501	0.019513324	0.141729571	-0.066918616	0.009573614	0.971734654	0.935271314	1.009619588	1
ebi-a-GCST90001572	PCOS	PCOS	Terminally Differentiated CD4-CD8- T cell Absolute Count	MR Egger	9	-0.033359726	0.020751113	0.151955625	-0.074031907	0.007312455	0.967190573	0.928642063	1.007339256	1
ebi-a-GCST90001572	PCOS	PCOS	Terminally Differentiated CD4-CD8- T cell Absolute Count	Weighted median	9	-0.030555347	0.018419099	0.097136999	-0.066656782	0.005546087	0.969906749	0.935516233	1.005561495	1
ebi-a-GCST90001573	PCOS	PCOS	Terminally Differentiated CD4-CD8- T cell %CD4-CD8- T cell	Inverse variance weighted	18	0.01304557	0.034604813	0.706183143	-0.054779863	0.080871004	1.013131035	0.946693527	1.084231026	1
ebi-a-GCST90001573	PCOS	PCOS	Terminally Differentiated CD4-CD8- T cell %CD4-CD8- T cell	MR Egger	18	0.041891786	0.051363145	0.426704293	-0.058779978	0.142563551	1.042781629	0.942914208	1.153226367	1
ebi-a-GCST90001573	PCOS	PCOS	Terminally Differentiated CD4-CD8- T cell %CD4-CD8- T cell	Weighted median	18	-0.028864052	0.050540147	0.567924165	-0.12792274	0.070194637	0.971548536	0.879921359	1.072716951	1
ebi-a-GCST90001574	PCOS	PCOS	Terminally Differentiated CD4-CD8- T cell %T cell	Inverse variance weighted	14	-0.021592415	0.0157684	0.170890747	-0.052498478	0.009313648	0.978639032	0.948855765	1.009357155	1
ebi-a-GCST90001574	PCOS	PCOS	Terminally Differentiated CD4-CD8- T cell %T cell	MR Egger	14	-0.028448952	0.016247848	0.105452624	-0.060294735	0.00339683	0.971951909	0.941487004	1.003402606	1
ebi-a-GCST90001574	PCOS	PCOS	Terminally Differentiated CD4-CD8- T cell %T cell	Weighted median	14	-0.029612459	0.018439644	0.108293092	-0.065754161	0.006529244	0.970821694	0.93636103	1.006550606	1
ebi-a-GCST90001575	PCOS	PCOS	Naive CD4+ T cell %T cell	Inverse variance weighted	13	0.017239343	0.052012758	0.740308748	-0.084705662	0.119184348	1.017388798	0.918782677	1.126577581	1
ebi-a-GCST90001575	PCOS	PCOS	Naive CD4+ T cell %T cell	MR Egger	13	0.023751467	0.096829832	0.810747385	-0.166035003	0.213537937	1.024035779	0.847016585	1.238050465	1
ebi-a-GCST90001575	PCOS	PCOS	Naive CD4+ T cell %T cell	Weighted median	13	-0.003087344	0.070290478	0.964966057	-0.140856682	0.134681993	0.996917417	0.868613791	1.144172872	1
ebi-a-GCST90001576	PCOS	PCOS	Transitional B cell %B cell	Inverse variance weighted	11	0.009071158	0.086967729	0.916927411	-0.16138559	0.179527906	1.009112426	0.850963884	1.196652298	1
ebi-a-GCST90001576	PCOS	PCOS	Transitional B cell %B cell	MR Egger	11	0.190268781	0.142711087	0.215212234	-0.08944495	0.469982513	1.209574665	0.914438604	1.599966214	1
ebi-a-GCST90001576	PCOS	PCOS	Transitional B cell %B cell	Weighted median	11	0.069067399	0.098557039	0.483436539	-0.124104397	0.262239195	1.071508425	0.883287623	1.29983742	1
ebi-a-GCST90001577	PCOS	PCOS	Transitional B cell Absolute Count	Inverse variance weighted	16	-0.059563755	0.041869438	0.154850117	-0.141627853	0.022500343	0.942175463	0.867944199	1.022755385	1
ebi-a-GCST90001577	PCOS	PCOS	Transitional B cell Absolute Count	MR Egger	16	-0.095214904	0.058578559	0.126364184	-0.210028878	0.019599071	0.909177528	0.810560838	1.019792394	1
ebi-a-GCST90001577	PCOS	PCOS	Transitional B cell Absolute Count	Weighted median	16	-0.077932885	0.062079985	0.209347199	-0.199609656	0.043743886	0.925026508	0.819050402	1.044714755	1
ebi-a-GCST90001578	PCOS	PCOS	Transitional B cell %lymphocyte	Inverse variance weighted	12	-0.031469572	0.067941992	0.643233241	-0.164635875	0.101696732	0.969020442	0.848202499	1.107047689	1
ebi-a-GCST90001578	PCOS	PCOS	Transitional B cell %lymphocyte	MR Egger	12	-0.158041848	0.162278468	0.353078542	-0.476107645	0.16002395	0.853814051	0.62119661	1.173538977	1
ebi-a-GCST90001578	PCOS	PCOS	Transitional B cell %lymphocyte	Weighted median	12	-0.069733365	0.087411893	0.425012077	-0.241060676	0.101593945	0.932642461	0.785793946	1.106933904	1
ebi-a-GCST90001579	PCOS	PCOS	CD14- CD16+ monocyte Absolute Count	Inverse variance weighted	12	0.073333315	0.06668539	0.27146683	-0.057370049	0.204036678	1.076089153	0.944244588	1.226343133	1
ebi-a-GCST90001579	PCOS	PCOS	CD14- CD16+ monocyte Absolute Count	MR Egger	12	0.033068567	0.136875102	0.813974706	-0.235206633	0.301343768	1.033621409	0.790407508	1.351673923	1
ebi-a-GCST90001579	PCOS	PCOS	CD14- CD16+ monocyte Absolute Count	Weighted median	12	0.094492092	0.079107632	0.232292194	-0.060558866	0.24954305	1.099100472	0.941238361	1.283438815	1
ebi-a-GCST90001580	PCOS	PCOS	CD14+ CD16+ monocyte Absolute Count	Inverse variance weighted	9	-0.142203396	0.055626116	0.010575714	-0.251230584	-0.033176208	0.867444804	0.777842993	0.967368087	1
ebi-a-GCST90001580	PCOS	PCOS	CD14+ CD16+ monocyte Absolute Count	MR Egger	9	-0.18195994	0.080690226	0.058759394	-0.340112783	-0.023807097	0.833634735	0.711690052	0.976474057	1
ebi-a-GCST90001580	PCOS	PCOS	CD14+ CD16+ monocyte Absolute Count	Weighted median	9	-0.156803526	0.053941948	0.003650368	-0.262529744	-0.051077308	0.854872002	0.769103488	0.950205209	1
ebi-a-GCST90001581	PCOS	PCOS	CD14- CD16- Absolute Count	Inverse variance weighted	13	0.001205339	0.003893434	0.756878498	-0.006425792	0.00883647	1.001206066	0.993594809	1.008875627	1
ebi-a-GCST90001581	PCOS	PCOS	CD14- CD16- Absolute Count	MR Egger	13	0.002080693	0.003999478	0.613205244	-0.005758284	0.00991967	1.002082859	0.994258263	1.009969033	1
ebi-a-GCST90001581	PCOS	PCOS	CD14- CD16- Absolute Count	Weighted median	13	0.00163553	0.0042395	0.699656827	-0.00667389	0.009944951	1.001636869	0.993348331	1.009994566	1
ebi-a-GCST90001582	PCOS	PCOS	CD14+ CD16- monocyte Absolute Count	Inverse variance weighted	13	0.016449636	0.055244248	0.765884848	-0.091829091	0.124728362	1.016585676	0.91226105	1.132840689	1
ebi-a-GCST90001582	PCOS	PCOS	CD14+ CD16- monocyte Absolute Count	MR Egger	13	0.160750439	0.103213643	0.147649443	-0.041548302	0.36304918	1.17439185	0.959302998	1.437706564	1
ebi-a-GCST90001582	PCOS	PCOS	CD14+ CD16- monocyte Absolute Count	Weighted median	13	0.102590099	0.074103102	0.166228721	-0.042651981	0.24783218	1.108037131	0.95824482	1.281244895	1
ebi-a-GCST90001583	PCOS	PCOS	Monocyte Absolute Count	Inverse variance weighted	15	-0.005284148	0.02406333	0.826187832	-0.052448276	0.041879979	0.994729788	0.948903401	1.042769317	1
ebi-a-GCST90001583	PCOS	PCOS	Monocyte Absolute Count	MR Egger	15	-0.024211063	0.027046731	0.386977703	-0.077222656	0.02880053	0.976079674	0.925683722	1.029219276	1
ebi-a-GCST90001583	PCOS	PCOS	Monocyte Absolute Count	Weighted median	15	0.000191674	0.027295566	0.994397156	-0.053307636	0.053690985	1.000191693	0.948088302	1.055158492	1
ebi-a-GCST90001584	PCOS	PCOS	CD14- CD16+ monocyte %monocyte	Inverse variance weighted	9	0.026467997	0.075853104	0.727136182	-0.122204086	0.175140081	1.026821386	0.88496774	1.191413099	1
ebi-a-GCST90001584	PCOS	PCOS	CD14- CD16+ monocyte %monocyte	MR Egger	9	0.11224831	0.151526571	0.482928491	-0.184743769	0.40924039	1.118790633	0.831317266	1.505673625	1
ebi-a-GCST90001584	PCOS	PCOS	CD14- CD16+ monocyte %monocyte	Weighted median	9	0.021080663	0.090550171	0.815911707	-0.156397671	0.198558998	1.02130443	0.855219027	1.219643982	1
ebi-a-GCST90001585	PCOS	PCOS	CD14+ CD16+ monocyte %monocyte	Inverse variance weighted	14	-0.111481558	0.047629677	0.019253284	-0.204835725	-0.018127391	0.894507888	0.814781154	0.982035922	1
ebi-a-GCST90001585	PCOS	PCOS	CD14+ CD16+ monocyte %monocyte	MR Egger	14	-0.19628543	0.091567623	0.053246907	-0.375757971	-0.016812888	0.821777641	0.686768531	0.98332766	1
ebi-a-GCST90001585	PCOS	PCOS	CD14+ CD16+ monocyte %monocyte	Weighted median	14	-0.149053974	0.05690528	0.008810146	-0.260588323	-0.037519625	0.861522614	0.770598092	0.963175516	1
ebi-a-GCST90001586	PCOS	PCOS	CD14+ CD16- monocyte %monocyte	Inverse variance weighted	14	-0.001393696	0.02336416	0.952433582	-0.047187449	0.044400057	0.998607275	0.953908571	1.045400491	1
ebi-a-GCST90001586	PCOS	PCOS	CD14+ CD16- monocyte %monocyte	MR Egger	14	0.00614544	0.02663133	0.821388791	-0.046051967	0.058342846	1.006164362	0.954992333	1.060078377	1
ebi-a-GCST90001586	PCOS	PCOS	CD14+ CD16- monocyte %monocyte	Weighted median	14	0.004803579	0.027950357	0.86354674	-0.049979122	0.059586279	1.004815134	0.951249285	1.061397333	1
ebi-a-GCST90001587	PCOS	PCOS	CD16+ monocyte %monocyte	Inverse variance weighted	11	0.088606913	0.059821815	0.138558448	-0.028643844	0.20585767	1.092651065	0.971762502	1.228578328	1
ebi-a-GCST90001587	PCOS	PCOS	CD16+ monocyte %monocyte	MR Egger	11	0.154912179	0.116250624	0.215424679	-0.072939044	0.382763402	1.167555421	0.929657497	1.466331059	1
ebi-a-GCST90001587	PCOS	PCOS	CD16+ monocyte %monocyte	Weighted median	11	0.141348559	0.07858597	0.072074257	-0.012679943	0.295377061	1.151826058	0.987400109	1.343632895	1
ebi-a-GCST90001588	PCOS	PCOS	T/B cell	Inverse variance weighted	12	-0.012960115	0.043003802	0.763131327	-0.097247567	0.071327338	0.987123506	0.907331353	1.073932707	1
ebi-a-GCST90001588	PCOS	PCOS	T/B cell	MR Egger	12	-0.092712191	0.069320367	0.210700423	-0.228580111	0.043155729	0.911455788	0.795662553	1.044100479	1
ebi-a-GCST90001588	PCOS	PCOS	T/B cell	Weighted median	12	-0.043363743	0.059356199	0.465043033	-0.159701893	0.072974408	0.95756302	0.852397856	1.075703007	1
ebi-a-GCST90001589	PCOS	PCOS	CD4+/CD8+ T cell	Inverse variance weighted	6	0.161254392	0.058333875	0.005703889	0.046919997	0.275588786	1.174983837	1.04803816	1.317306058	1
ebi-a-GCST90001589	PCOS	PCOS	CD4+/CD8+ T cell	MR Egger	6	0.255558678	0.092543642	0.050771766	0.07417314	0.436944215	1.291182774	1.07699326	1.547969721	1
ebi-a-GCST90001589	PCOS	PCOS	CD4+/CD8+ T cell	Weighted median	6	0.200314604	0.07740074	0.009652959	0.048609153	0.352020055	1.221787077	1.049809956	1.42193704	1
ebi-a-GCST90001590	PCOS	PCOS	CD4+ T cell Absolute Count	Inverse variance weighted	12	-0.000884963	0.052993703	0.986676426	-0.104752621	0.102982695	0.999115428	0.900547271	1.108472227	1
ebi-a-GCST90001590	PCOS	PCOS	CD4+ T cell Absolute Count	MR Egger	12	-0.032339808	0.071091836	0.658895747	-0.171679807	0.107000191	0.968177532	0.842248812	1.112934467	1
ebi-a-GCST90001590	PCOS	PCOS	CD4+ T cell Absolute Count	Weighted median	12	-0.012987168	0.046304253	0.779113388	-0.103743505	0.077769168	0.987096801	0.901456487	1.08087313	1
ebi-a-GCST90001591	PCOS	PCOS	CD4+ T cell %T cell	Inverse variance weighted	10	0.021067833	0.062347464	0.735430996	-0.101133196	0.143268862	1.021291326	0.90381264	1.154040037	1
ebi-a-GCST90001591	PCOS	PCOS	CD4+ T cell %T cell	MR Egger	10	-0.006891062	0.100170216	0.946842393	-0.203224686	0.189442562	0.993132627	0.816094856	1.208575704	1
ebi-a-GCST90001591	PCOS	PCOS	CD4+ T cell %T cell	Weighted median	10	0.029340139	0.079375012	0.711651122	-0.126234884	0.184915162	1.029774801	0.881407794	1.203116366	1
ebi-a-GCST90001592	PCOS	PCOS	CD8+ T cell Absolute Count	Inverse variance weighted	14	-0.034886527	0.037744904	0.355345142	-0.108866539	0.039093485	0.965714992	0.896850104	1.039867691	1
ebi-a-GCST90001592	PCOS	PCOS	CD8+ T cell Absolute Count	MR Egger	14	-0.039862273	0.064906857	0.550585166	-0.167079713	0.087355167	0.960921775	0.846132161	1.091284199	1
ebi-a-GCST90001592	PCOS	PCOS	CD8+ T cell Absolute Count	Weighted median	14	-0.049039346	0.047240855	0.29923716	-0.141631423	0.043552731	0.952143666	0.867941101	1.044515071	1
ebi-a-GCST90001593	PCOS	PCOS	CD8+ T cell %T cell	Inverse variance weighted	9	-0.008205668	0.042215642	0.845882212	-0.090948325	0.074536989	0.991827906	0.913064892	1.077385194	1
ebi-a-GCST90001593	PCOS	PCOS	CD8+ T cell %T cell	MR Egger	9	0.01229082	0.064265897	0.853759125	-0.113670338	0.138251977	1.012366662	0.892552148	1.148264851	1
ebi-a-GCST90001593	PCOS	PCOS	CD8+ T cell %T cell	Weighted median	9	0.024666553	0.052186711	0.636456012	-0.077619401	0.126952508	1.02497329	0.925316534	1.135363096	1
ebi-a-GCST90001594	PCOS	PCOS	CD4+CD8+ T cell Absolute Count	Inverse variance weighted	11	-0.02598375	0.04836466	0.591097268	-0.120778483	0.068810982	0.974350922	0.886230253	1.071233708	1
ebi-a-GCST90001594	PCOS	PCOS	CD4+CD8+ T cell Absolute Count	MR Egger	11	0.044637634	0.086109116	0.616692565	-0.124136233	0.2134115	1.045648883	0.883259504	1.23789394	1
ebi-a-GCST90001594	PCOS	PCOS	CD4+CD8+ T cell Absolute Count	Weighted median	11	-0.047356673	0.064062637	0.459770668	-0.172919442	0.078206096	0.953747161	0.841205378	1.081345497	1
ebi-a-GCST90001595	PCOS	PCOS	CD4+CD8+ T cell %T cell	Inverse variance weighted	4	-0.078761993	0.11013237	0.474511715	-0.294621438	0.137097453	0.924259879	0.744813492	1.146939916	1
ebi-a-GCST90001595	PCOS	PCOS	CD4+CD8+ T cell %T cell	MR Egger	4	-0.444366952	0.271689781	0.243561037	-0.976878922	0.088145018	0.641230077	0.376484304	1.092146491	1
